title,url,link status,resource types,disciplines,organization,organization validated in VIAF,VIAF uri,contact organization,contact name,contact email,contact phone
Our Research  British Geological Survey BGS,http://www.bgs.ac.uk/research/home.html?src=topNav,working,,,British Geological Survey BGS  A world-leading geoscience centre,False,,No contact org,No contact individual found,No contact email,No contact phone
