title,url,link status,resource types,disciplines,organization,organization validated in VIAF,VIAF uri,contact organization,contact name,contact email,contact phone
British Antarctic Survey - Wikipedia free encyclopedia,http://en.wikipedia.org/wiki/British_Antarctic_Survey,working,,,No organization found,False,,No contact org,No contact individual found,No contact email,No contact phone
